%	0.211340206185567
,	0.005154639175257732
-	0.015463917525773196
.	0.020618556701030927
/	0.005154639175257732
/%	0.005154639175257732
06	0.005154639175257732
1	0.02577319587628866
180589	0.005154639175257732
1995	0.005154639175257732
2	0.020618556701030927
3	0.010309278350515464
4	0.030927835051546393
5	0.020618556701030927
6	0.010309278350515464
7	0.02577319587628866
8	0.030927835051546393
80	0.005154639175257732
83	0.005154639175257732
84	0.005154639175257732
88	0.005154639175257732
89	0.005154639175257732
9	0.03608247422680412
94	0.005154639175257732
98	0.005154639175257732
99	0.005154639175257732
:	0.015463917525773196
://	0.005154639175257732
A	0.04639175257731959
AB	0.005154639175257732
AC	0.005154639175257732
B	0.020618556701030927
BB	0.005154639175257732
BF	0.005154639175257732
E	0.08247422680412371
F	0.005154639175257732
ISBN	0.005154639175257732
Wikipedia	0.005154639175257732
[	0.041237113402061855
]	0.041237113402061855
http	0.005154639175257732
ja	0.005154639175257732
org	0.005154639175257732
wiki	0.005154639175257732
wikipedia	0.005154639175257732
|	0.005154639175257732
、	0.05154639175257732
。	0.020618556701030927
「	0.010309278350515464
」	0.010309278350515464
『	0.010309278350515464
』	0.010309278350515464
〔	0.05670103092783505
〕	0.05670103092783505
うち	0.010309278350515464
および	0.020618556701030927
が	0.010309278350515464
さ	0.005154639175257732
し	0.010309278350515464
する	0.015463917525773196
その	0.015463917525773196
た	0.010309278350515464
で	0.005154639175257732
と	0.010309278350515464
なお	0.005154639175257732
に	0.015463917525773196
の	0.06701030927835051
は	0.015463917525773196
もの	0.010309278350515464
より	0.005154639175257732
ら	0.005154639175257732
れ	0.005154639175257732
を	0.015463917525773196
アオダイショウ	0.005154639175257732
アカ	0.005154639175257732
ウィキペディア	0.005154639175257732
ウミガメ	0.015463917525773196
オオサンショウウオ	0.030927835051546393
カジカガエル	0.015463917525773196
カテゴリ	0.005154639175257732
カメ	0.005154639175257732
キシノウエトカゲ	0.005154639175257732
クサガメ	0.005154639175257732
シロヘビ	0.005154639175257732
セマルハコガメ	0.005154639175257732
データベース	0.005154639175257732
ナビゲーション	0.005154639175257732
フリー	0.005154639175257732
モリアオガエル	0.015463917525773196
リスト	0.010309278350515464
リュウキュウヤマガメ	0.005154639175257732
リンク	0.010309278350515464
レッド	0.005154639175257732
・	0.030927835051546393
一覧	0.015463917525773196
両生類	0.03608247422680412
並びに	0.005154639175257732
事典	0.005154639175257732
以下	0.005154639175257732
作成	0.005154639175257732
保護	0.005154639175257732
八幡	0.005154639175257732
八幡平	0.005154639175257732
出典	0.005154639175257732
加藤	0.005154639175257732
動物	0.010309278350515464
南桑	0.005154639175257732
参考	0.010309278350515464
及び	0.010309278350515464
双葉	0.005154639175257732
史跡	0.010309278350515464
同	0.005154639175257732
名勝	0.010309278350515464
含む	0.005154639175257732
和良	0.005154639175257732
国	0.010309278350515464
国宝	0.005154639175257732
地	0.06701030927835051
地方自治体	0.005154639175257732
基づき	0.010309278350515464
基準	0.015463917525773196
外	0.005154639175257732
外部	0.010309278350515464
大分	0.005154639175257732
大和	0.005154639175257732
大揚沼	0.005154639175257732
大浜	0.005154639175257732
大臣	0.010309278350515464
天然記念物	0.08247422680412371
奥	0.005154639175257732
宇佐	0.005154639175257732
対象	0.010309278350515464
山口	0.010309278350515464
岐阜	0.010309278350515464
岡山	0.010309278350515464
岩国	0.010309278350515464
岩手	0.005154639175257732
川内	0.005154639175257732
市	0.04639175257731959
平伏	0.005154639175257732
年	0.005154639175257732
御前崎	0.010309278350515464
徳島	0.005154639175257732
指定	0.04639175257731959
掲載	0.005154639175257732
文化庁	0.005154639175257732
文化財	0.015463917525773196
文献	0.010309278350515464
文部	0.010309278350515464
日本	0.010309278350515464
日本国	0.005154639175257732
本	0.005154639175257732
村	0.005154639175257732
検索	0.005154639175257732
沼	0.005154639175257732
法	0.005154639175257732
海岸	0.005154639175257732
海部	0.005154639175257732
湯原	0.005154639175257732
爬虫類	0.03608247422680412
特別	0.020618556701030927
生息	0.041237113402061855
産卵	0.010309278350515464
町	0.020618556701030927
百科	0.005154639175257732
監修	0.005154639175257732
目次	0.005154639175257732
県	0.05670103092783505
真庭	0.010309278350515464
睦	0.005154639175257732
福島	0.005154639175257732
科学	0.010309278350515464
移動	0.005154639175257732
種	0.010309278350515464
等	0.010309278350515464
編集	0.03608247422680412
繁殖	0.015463917525773196
美波	0.005154639175257732
萩	0.005154639175257732
表示	0.005154639175257732
見島	0.005154639175257732
講談社	0.005154639175257732
郡	0.010309278350515464
郡上	0.010309278350515464
重要	0.005154639175257732
関わる	0.005154639175257732
関連	0.015463917525773196
雄	0.005154639175257732
静岡	0.005154639175257732
非	0.005154639175257732
項	0.005154639175257732
項目	0.010309278350515464
（	0.05154639175257732
）	0.05154639175257732
